Product Title,Product Description,Product UID,Print File URL,Should Publish Images?
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_20x28-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_20x30-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_20x30-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_24x24-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_24x24-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_24x32-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_24x32-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_24x36-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_24x36-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_28x40-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_28x40-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x300-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x300-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x400-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x400-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x450-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x450-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x900-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_300x900-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_400x400-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_400x400-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_400x500-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_400x500-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_400x600-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_400x600-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_450x600-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_450x600-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_500x500-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_500x500-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_500x700-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_500x700-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_500x750-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_500x750-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_600x600-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_600x600-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_600x800-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_600x800-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_600x900-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_600x900-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_700x1000-mm_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_700x1000-mm_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_8x12-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_8x12-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_8x24-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_8x24-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — hor,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_8x8-inch_ap_4-mm_ae_none_cl_4-0_hor,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
Acrylic prints — ver,"Personalised acrylic prints from Pixora. Upload your photo, preview on a live product mockup, and we print and ship premium quality to your door. Ideal for home décor or gifting.",acrylic_print_product_af_8x8-inch_ap_4-mm_ae_none_cl_4-0_ver,https://upload.wikimedia.org/wikipedia/commons/c/ca/1x1.png,Yes
